6
10
500.000000,1000.000000,500.000000,7200.000000,1000.000000,700.000000,3900.000000
700.000000,1000.000000,000.000000,3900.000000,800.000000,5200.000000,600.000000
1000.000000,1200.000000,300.000000,6200.000000,1200.000000,500.000000,2600.000000
1000.000000,1000.000000,800.000000,4100.000000,1000.000000,1800.000000,3400.000000
1200.000000,400.000000,000.000000,6200.000000,2000.000000,200.000000,7300.000000
1500.000000,600.000000,500.000000,5900.000000,800.000000,200.000000,4600.000000
1100.000000,1200.000000,000.000000,5200.000000,1800.000000,600.000000,6000.000000
700.000000,500.000000,700.000000,4300.000000,1000.000000,0700.000000,6000.000000
200.000000,600.000000,000.000000,3200.000000,000.000000,2200.000000,2100.000000
000.000000,1700.000000,000.000000,4000.000000,700.000000,3300.000000,6800.000000
