10
1200.00000,800.00000,1000.000000,5400.00000,1200.00000,1000.000000
1900.00000,1200.00000,000.000000,4900.000000,1600.000000,1700.000000
000.000000,1000.000000,500.000000,7400.000000,1200.000000,600.000000
0500.000000,500.000000,600.000000,7800.000000,700.000000,1100.000000
1100.000000,1000.000000,600.000000,7300.000000,3700.000000,1500.000000
1700.000000,1000.000000,500.000000,3500.000000,400.000000,1200.000000
000.000000,500.000000,000.000000,7200.000000,1000.000000,500.000000
000.000000,000.000000,600.000000,7000.000000,1200.000000,600.000000
000.000000,000.000000,500.000000,7200.000000,800.000000,300.000000
0700.000000,500.000000,000.000000,8100.000000,1100.000000,600.000000
